"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
4032,"Monsoon Wedding",2002,13876974,13148626,27025600
4033,"Guarding Tess",1994,27023278,0,27023278
4034,"Legenda No. 17",2013,0,27014935,27014935
4035,"Un monstre à Paris ",2013,0,27000381,27000381
4036,"The Lord of the Rings",1978,27000000,0,27000000
4037,"The Outlaw Josey Wales",1976,27000000,0,27000000
4038,"Relatos salvajes",2014,3107072,23887200,26994272
4039,"Hors de Prix",2008,2164670,24815993,26980663
4040,"Rendition",2007,9736045,17203880,26939925
4041,"Spy Hard",1996,26936265,0,26936265
4042,"Tron",1982,26918576,0,26918576
4043,"You're Next",2013,18494006,8393171,26887177
4044,"Doraemon: Nobita's Great Adventure into the Und…",2007,0,26872950,26872950
4045,"The Way Way Back",2013,21502690,5351120,26853810
4046,"Aku no kyôten",2012,0,26837117,26837117
4047,"Jing mo fung wan: Chen Zhen",2011,50433,26772008,26822441
4048,"Species 2",1998,19217565,7600000,26817565
4049,"Housefull 2",2012,1586745,25229912,26816657
4050,"Judwaa 2",2017,1431255,25366177,26797432
4051,"Shoot 'Em Up",2007,12796824,14000000,26796824
4052,"Zu Zong Shi Jiu Dai",2018,0,26796280,26796280
4053,"The Dream Team",1989,26793650,0,26793650
4054,"Eye for an Eye",1996,26792700,0,26792700
4055,"Ae Dil Hai Mushkil",2016,4264983,22510584,26775567
4056,"Baahubali: The Beginning",2015,6738000,19998665,26736665
4057,"Sorority Row",2009,11965282,14770515,26735797
4058,"A Prairie Home Companion",2006,20342852,6373339,26716191
4059,"A Clockwork Orange",1971,26589355,125869,26715224
4060,"Overboard",1987,26713187,0,26713187
4061,"One True Thing",1998,23337196,3371000,26708196
4062,"The Disaster Artist",2017,21120616,5586194,26706810
4063,"Timeline",2003,19480739,7222445,26703184
4064,"Prizzi's Honor",1985,26700000,0,26700000
4065,"Baby Boom",1987,26700000,0,26700000
4066,"Event Horizon",1997,26673242,0,26673242
4067,"Oliver Twist",2005,2070920,24600000,26670920
4068,"Yattàman",2009,0,26669089,26669089
4069,"Kamera o tomeru na!",2018,0,26649625,26649625
4070,"Gekijouban SPEC: Ten",2012,0,26633141,26633141
4071,"Uchiage Hanabi, Shita Kara Miru ka? Yoko Kara M…",2017,525280,26105422,26630702
4072,"Blast from the Past",1999,26613620,0,26613620
4073,"El Cid",1961,26600000,0,26600000
4074,"Glory",1989,26593580,0,26593580
4075,"The Texas Chainsaw Massacre",1974,26572439,0,26572439
4076,"An American Werewolf in Paris",1997,26570463,0,26570463
4077,"Harriet the Spy",1996,26570048,0,26570048
4078,"The Great Gatsby",1974,26533200,0,26533200
4079,"The Way Back",2011,2719296,23805693,26524989
4080,"Apollo 18",2011,17686929,8830890,26517819
4081,"Gonggongui jeog 3",2008,0,26497132,26497132
4082,"First Kid",1996,26465920,0,26465920
4083,"Conan the Destroyer",1984,26400000,0,26400000
4084,"Upside Down",2012,102118,26284921,26387039
4085,"House Party",1990,26385627,0,26385627
4086,"Kabhi Khushi Kabhie Gham",2001,2862000,23510000,26372000
4087,"Geonchukhakgaeron",2012,0,26369208,26369208
4088,"Dügün Dernek 2: Sünnet",2015,0,26367531,26367531
4089,"The Quiet American",2002,12987647,13360556,26348203
4090,"The Box",2009,15051977,11289919,26341896
4091,"Houseguest",1995,26325256,0,26325256
4092,"Bokura ga ita Zenpen",2012,0,26324268,26324268
4093,"The Whole Ten Yards",2004,16323969,10000000,26323969
4094,"Howards End",1992,26124872,193071,26317943
4095,"The Zookeeper’s Wife",2017,17445186,8863563,26308749
4096,"Protocol",1984,26300000,0,26300000
4097,"Sayonara",1957,26300000,0,26300000
4098,"Wildcats",1986,26285544,0,26285544
4099,"I.Q.",1994,26265119,0,26265119
4100,"Orange",2015,0,26261536,26261536
4101,"Necessary Roughness",1991,26255594,0,26255594
4102,"All Dogs Go To Heaven",1989,26220877,0,26220877
4103,"Dumb and Dumberer: When Harry Met Lloyd",2003,26214846,0,26214846
4104,"Yi Ye Jing Xi",2013,0,26212188,26212188
4105,"Micki + Maude",1984,26200000,0,26200000
4106,"Blood Work",2002,26199517,0,26199517
4107,"The New World",2005,12712093,13472307,26184400
4108,"U2 3D",2008,12898847,13271555,26170402
4109,"Les Couloirs du temps: Les visiteurs 2",1998,146072,26000000,26146072
4110,"Your Highness",2011,21596445,4525193,26121638
4111,"Fair Game",1995,11497497,14600000,26097497
4112,"Torrente 4 (3D)",2012,0,26079076,26079076
4113,"Un gallo con muchos huevos",2015,9080818,16991905,26072723
4114,"Indigènes",2006,320700,25742872,26063572
4115,"Tonari no Totoro",1988,0,26017905,26017905
4116,"The Elephant Man",1980,26010864,0,26010864
4117,"Demetrius and the Gladiators",1954,26000000,9904,26009904
4118,"Do the Right Thing",1989,26004026,0,26004026
4119,"Top Five",2014,25317379,684362,26001741
4120,"Mighty Aphrodite",1995,6401297,19598703,26000000
4121,"Ocean Wonderland",2003,0,26000000,26000000
4122,"Son in Law",1993,25989889,0,25989889
4123,"Love off the Cuff",2017,0,25976828,25976828
4124,"Jacob’s Ladder",1990,25965144,0,25965144
4125,"Sai yau gei: Sin leui kei yun",2014,0,25960664,25960664
4126,"Extreme",1999,12456958,13500000,25956958
4127,"What Happened to Monday?",2017,0,25956932,25956932
4128,"Triple 9",2016,12639297,13304495,25943792
4129,"Freaky Friday",1977,25942000,0,25942000
4130,"Mao's Last Dancer",2010,4806750,21134687,25941437
4131,"Ali G Indahouse",2002,0,25936616,25936616
4132,"The Cotton Club",1984,25928721,0,25928721
4133,"Yeongashi",2012,0,25927961,25927961
4134,"Platinum Data",2013,0,25920896,25920896
4135,"Les invasions barbares",2003,8460000,17453869,25913869
4136,"Yours, Mine and Ours",1968,25912624,0,25912624
4137,"Erinnerungen an die Zukunft",1970,25900000,0,25900000
4138,"Cry Freedom",1987,5899797,20000000,25899797
4139,"Cactus Flower",1969,25889208,0,25889208
4140,"Carrie",1976,25878153,0,25878153
4141,"All About the Benjamins",2002,25482931,390214,25873145
4142,"Saving Silverman",2001,19351569,6521573,25873142
4143,"Our Idiot Brother",2011,24814830,1046419,25861249
4144,"Rollerball",2002,18990542,6861966,25852508
4145,"Shadowlands",1993,25842377,0,25842377
4146,"Murder at 1600",1997,25842024,0,25842024
4147,"White Boy Rick",2018,24004833,1829991,25834824
4148,"Betrayed",1988,25816139,0,25816139
4149,"Only When I Laugh",1981,25782304,0,25782304
4150,"Fading Gigolo",2014,3747833,22022226,25770059
4151,"Bratz",2007,10010209,15737014,25747223
4152,"Nobo no shiro",2012,0,25746258,25746258
4153,"Twenty-Two",2017,22222,25711603,25733825
4154,"From Dusk Till Dawn",1996,25728961,4025,25732986
4155,"Ice Princess",2005,24381334,1351000,25732334
4156,"Das Weisse Band: Eine deutsche Kindergeschichte",2009,2222862,23504182,25727044
4157,"Down Periscope",1996,25723977,0,25723977
4158,"The Outsiders",1983,25697647,0,25697647
4159,"The Wind That Shakes the Barley",2007,1829142,23841032,25670174
4160,"Agnes of God",1985,25627836,0,25627836
4161,"Enough Said",2013,17550872,8070577,25621449
4162,"Jonah: A VeggieTales Movie",2002,25571351,37428,25608779
4163,"Peyton Place",1957,25600000,0,25600000
4164,"9th Company",2005,0,25600000,25600000
4165,"Jumpin' Jack Flash",1986,25587804,0,25587804
4166,"Candyman",1992,25554348,0,25554348
4167,"Funny Farm",1988,25537221,0,25537221
4168,"The Muppets Take Manhattan",1984,25534703,0,25534703
4169,"Halloween II",1981,25533818,0,25533818
4170,"Desperado",1995,25532388,0,25532388
4171,"Paul, Apostle of Christ",2018,17547999,7981499,25529498
4172,"Talaash",2012,2706375,22815915,25522290
4173,"Mimic",1997,25514166,0,25514166
4174,"A Tale of Mari and Three Puppies",2007,0,25513520,25513520
4175,"A Nightmare on Elm Street",1984,25504513,0,25504513
4176,"Rangasthalam",2018,0,25495478,25495478
4177,"Elle s'appelait Sarah",2011,7691700,17788331,25480031
4178,"My Father the Hero",1994,25479558,0,25479558
4179,"Jolly LLB 2",2017,1654254,23807260,25461514
4180,"Billy Madison",1995,25460475,0,25460475
4181,"The Last Exorcism Part II",2013,15179303,10269404,25448707
4182,"Triumph in the Skies",2015,0,25441760,25441760
4183,"Escape from L.A.",1996,25426861,0,25426861
4184,"Badrinath Ki Dulhania",2017,1993259,23430658,25423917
4185,"<U+9006><U+6218> (Jik zin)",2012,0,25414221,25414221
4186,"Tin Men",1987,25411386,0,25411386
4187,"Mr. Donkey",2016,356255,25048315,25404570
4188,"Persepolis",2007,4443403,20953784,25397187
4189,"Aloha",2015,21052030,4335061,25387091
4190,"In America",2003,15539656,9843255,25382911
4191,"The Absent Minded Professor",1961,25381407,0,25381407
4192,"Women's Team Handball",2008,0,25377585,25377585
4193,"In Love and War",1996,14481231,10891063,25372294
4194,"The Cold Light of Day",2012,3763583,21597623,25361206
4195,"Can't Hardly Wait",1998,25358996,0,25358996
4196,"The Last Legion",2007,5932060,19425711,25357771
4197,"Whiskey Tango Foxtrot",2016,23083334,2267413,25350747
4198,"25th Hour",2002,13084595,12259895,25344490
4199,"The Great Race",1965,25333333,0,25333333
4200,"Tinker Bell and the Legend of the Neverbeast",2014,0,25320246,25320246
4201,"Heartburn",1986,25314289,0,25314289
4202,"Fallen",1998,25310938,0,25310938
4203,"Xi Yang Yang Yu Hui Tai Lang Zhi Kaixin Chuang …",2012,0,25310000,25310000
4204,"The Woman in Red",1984,25308147,0,25308147
4205,"Le prénom",2012,61611,25245794,25307405
4206,"Er ist wieder da",2015,0,25283394,25283394
4207,"Bride & Prejudice",2005,6601079,18667961,25269040
4208,"Big Miracle",2012,20157300,5111380,25268680
4209,"Irma La Douce",1963,25246588,0,25246588
4210,"Escape from New York",1981,25244700,1225,25245925
4211,"The Magdalene Sisters",2003,4890878,20327164,25218042
4212,"Alien Nation",1988,25216243,0,25216243
4213,"Sophie's Choice",1982,25215547,0,25215547
4214,"Black Widow",1987,25205460,0,25205460
4215,"Grace of Monaco",2014,0,25199891,25199891
4216,"Race",2008,1367024,23828811,25195835
4217,"Mr. Turner",2014,3958546,21228480,25187026
4218,"The Morning After",1986,25147055,0,25147055
4219,"Qiàn Nu You Hún",2011,0,25141990,25141990
4220,"Bride Wars",2015,0,25130000,25130000
4221,"Don't Tell Mom the Babysitter's Dead",1991,25122195,0,25122195
4222,"Corky Romano",2001,23978402,1137701,25116103
4223,"Cursed",2005,19294901,5820000,25114901
4224,"Problem Child 2",1991,25104700,0,25104700
4225,"Moscow on the Hudson",1984,25100000,0,25100000
4226,"Against All Odds",1984,25100000,0,25100000
4227,"In the Name of the Father",1993,25096862,0,25096862
4228,"Midnight in the Garden of Good and Evil",1997,25078937,0,25078937
4229,"The Wood",1999,25059640,0,25059640
4230,"Wyatt Earp",1994,25052000,0,25052000
4231,"Ivan Tsarevich i Seryy Volk",2011,0,25047727,25047727
4232,"Mad Money",2008,20668843,4375214,25044057
4233,"Call of Heroes",2016,0,25040561,25040561
4234,"Te shu shen fen",2013,0,25040000,25040000
4235,"Born in China",2016,13873211,11164532,25037743
4236,"Mommie Dearest",1981,19032000,6000000,25032000
4237,"Ernest Goes to Jail",1990,25029569,0,25029569
4238,"Some Like it Hot",1959,25000000,19542,25019542
4239,"The Exorcist III",1990,25011739,0,25011739
4240,"A Midsummer Night's Dream",1999,16071990,8939655,25011645
4241,"Exorcist II: The Heretic",1977,25011000,0,25011000
4242,"Airplane II: The Sequel",1982,25009494,0,25009494
4243,"Thunderbolt and Lightfoot",1974,25000000,0,25000000
4244,"Logan's Run",1976,25000000,0,25000000
4245,"The Stewardesses",1969,13500000,11500000,25000000
4246,"Little Man Tate",1991,24989789,0,24989789
4247,"Les Profs 2",2015,0,24964590,24964590
4248,"Invasion of the Body Snatchers",1978,24946533,0,24946533
4249,"Fright Night",1985,24922237,0,24922237
4250,"Don",2019,137860,24775496,24913356
4251,"Catch-22",1970,24911670,0,24911670
4252,"Before the Devil Knows You're Dead",2007,7085511,17823577,24909088
4253,"Kurtlar vadisi - Irak",2006,0,24906717,24906717
4254,"Recep Ivedik",2008,0,24878340,24878340
4255,"SoulMate",2016,0,24859900,24859900
4256,"Navy SEALs",1990,24824126,0,24824126
4257,"Monsieur Lazhar",2011,3371810,21448091,24819901
4258,"Tai Chi Zero",2012,212094,24578459,24790553
4259,"Quiz Show",1994,24787282,0,24787282
4260,"Tees Maar Khan",2010,1076266,23709305,24785571
4261,"De l'autre côté du périph",2012,8689,24774264,24782953
4262,"Nebraska",2013,17654912,7106448,24761360
4263,"The Man Without a Face",1993,24760338,0,24760338
4264,"To the Fore",2015,0,24745722,24745722
4265,"Hitchcock",2012,6008677,18734167,24742844
4266,"Bushi no ichibun",2007,60910,24663578,24724488
4267,"Gorillas in the Mist",1988,24720479,0,24720479
4268,"Lottery Ticket",2010,24719879,0,24719879
4269,"Seed of Chucky",2004,17016190,7700000,24716190
4270,"Biutiful",2011,5101237,19586287,24687524
4271,"Summer Rental",1985,24671000,0,24671000
4272,"Operation Dumbo Drop",1995,24670346,0,24670346
4273,"Sparkle",2012,24397469,262854,24660323
4274,"The Other Side of Midnight",1977,24652021,0,24652021
4275,"Snezhnaya koroleva 3. Ogon i led",2016,0,24615950,24615950
4276,"Mad Max 2: The Road Warrior",1982,24600832,0,24600832
4277,"The Apartment",1960,18600000,6000000,24600000
4278,"Punch-Drunk Love",2002,17791031,6800000,24591031
4279,"Only the Brave",2017,18340051,6215126,24555177
4280,"Joe Somebody",2001,22770864,1745126,24515990
4281,"In the Valley of Elah",2007,6777741,17711409,24489150
4282,"Jesus Christ Superstar",1973,24477615,0,24477615
4283,"Babysitting 2",2015,0,24476064,24476064
4284,"I Don't Know How She Does It",2011,9659074,14815389,24474463
4285,"Modern Problems",1981,24474312,0,24474312
4286,"The Emerald Forest",1985,24468550,0,24468550
4287,"Notorious",1946,24464742,0,24464742
4288,"Pina",2011,3520458,20940300,24460758
4289,"A Cure for Wellness",2017,8106986,16349994,24456980
4290,"Lucky Lady",1975,24441725,0,24441725
4291,"Jodaeiye Nader az Simin",2011,7098492,17327677,24426169
4292,"Arlington Road",1999,24419219,0,24419219
4293,"In the Heat of the Night",1967,24379978,27669,24407647
4294,"The Shipping News",2001,11405825,13000000,24405825
4295,"Bou Chau Mai Sing",2015,32053,24373245,24405298
4296,"Tsurugidake: Ten no Ki",2009,0,24405079,24405079
4297,"The Founder",2016,12786053,11617139,24403192
4298,"Geugeotmani Nae Sesang",2018,0,24376704,24376704
4299,"Vacancy",2007,19063007,5300000,24363007
4300,"The Next Best Thing",2000,14983572,9372190,24355762
4301,"Huang Jin Da Jie An",2012,0,24350000,24350000
4302,"The In-Laws",2003,20440627,3905032,24345659
4303,"8-nengoshi no hanayome",2017,0,24326715,24326715
4304,"The Choice",2016,18730891,5593585,24324476
4305,"Kambakkht Ishq",2009,1455739,22864442,24320181
4306,"Ooops! Noah is Gone",2015,0,24285049,24285049
4307,"Eiga Kaibutsu-kun",2011,0,24266083,24266083
4308,"Bronco Billy",1980,24265659,0,24265659
4309,"Dolores Claiborne",1995,24262193,0,24262193
4310,"Camping 3",2016,0,24224580,24224580
4311,"M.S. Dhoni: The Untold Story",2016,1801550,22417128,24218678
4312,"Warrior",2011,13657115,10558270,24215385
4313,"Manyeo",2018,0,24214410,24214410
4314,"The People Under the Stairs",1991,24204000,0,24204000
4315,"Renaissance Man",1994,24172899,0,24172899
4316,"Wanderlust",2012,17288155,6871779,24159934
4317,"Iron Eagle",1986,24159872,0,24159872
4318,"The Guru",2003,3051221,21099329,24150550
4319,"Rock Dog",2016,9420546,14727942,24148488
4320,"Anfea: The Answer",2011,0,24136016,24136016
4321,"Dead Presidents",1995,24120194,0,24120194
4322,"Detroit",2017,16790139,7326184,24116323
4323,"The Adventures of Huck Finn",1993,24103594,0,24103594
4324,"Spring Break",1983,24071666,0,24071666
4325,"Ong-Bak",2005,4563167,19499798,24062965
4326,"Body Heat",1981,24058000,0,24058000
4327,"Campeones",2018,0,24052599,24052599
4328,"The Dressmaker",2015,2022115,22019502,24041617
4329,"Swimming Pool",2003,10130108,13891174,24021282
4330,"Youth",2015,2703296,21298277,24001573
4331,"Damien: Omen II",1978,24000000,0,24000000
4332,"An Unmarried Woman",1978,24000000,0,24000000
4333,"Virtuosity",1995,23998226,0,23998226
4334,"Adrenaline Rush: The Science of Risk",2002,16933791,7036640,23970431
4335,"Class Action",1991,23968042,0,23968042
4336,"Kensatsu gawa no zainin",2018,0,23929620,23929620
4337,"Natsume's Book of Friends The Movie: Tied to th…",2018,0,23913019,23913019
4338,"The Alamo",2004,22406362,1505000,23911362
4339,"The Railway Man",2014,4438438,19471772,23910210
4340,"Graduation Day",1981,23894000,0,23894000
4341,"Life as a House",2001,15652637,8236521,23889158
4342,"The Flamingo Kid",1984,23859382,0,23859382
4343,"Hunt for the Wilderpeople",2016,5205471,18640062,23845533
4344,"Bei Tou Zou De Wu Nian",2013,0,23840000,23840000
4345,"Tom and Huck",1995,23837227,0,23837227
4346,"Tamjeong 2",2018,0,23832011,23832011
4347,"Lissi und der wilde Kaiser",2007,0,23828403,23828403
4348,"Da Shang Hai",2012,0,23824720,23824720
4349,"Magic",1978,23800000,0,23800000
4350,"House of Wax",1953,23800000,0,23800000
4351,"Beyond and Back",1978,23800000,0,23800000
4352,"Striking Distance",1993,23798623,0,23798623
4353,"Amy",2015,8413144,15365441,23778585
4354,"Race",2016,19115191,4630581,23745772
4355,"Dickie Roberts: Former Child Star",2003,22734486,1000000,23734486
4356,"Silence",2016,7100177,16626449,23726626
4357,"OSS 117: Le Caire, nid d'espions",2008,303328,23423111,23726439
4358,"Santa Claus",1985,23717291,0,23717291
4359,"Good Burger",1997,23712993,0,23712993
4360,"Two of a Kind",1983,23700000,0,23700000
4361,"In the Cut",2003,4717455,18976191,23693646
4362,"Network",1976,23689877,0,23689877
4363,"Sixteen Candles",1984,23686027,0,23686027
4364,"The Owl and the Pussycat",1970,23681338,0,23681338
4365,"North Country",2005,18324242,5352529,23676771
4366,"Armored",2009,15988876,7672162,23661038
4367,"Love Aaj Kal",2009,2430083,21227349,23657432
4368,"Russian Dolls",2006,326095,23328146,23654241
4369,"Eight Crazy Nights",2002,23607202,0,23607202
4370,"The Great Mouse Detective",1986,23605534,0,23605534
4371,"How to Make an American Quilt",1995,23600020,0,23600020
4372,"The Best Years of Our Lives",1946,23600000,0,23600000
4373,"Baksoogundal",2013,0,23593168,23593168
4374,"Hustle & Flow",2005,22202809,1388974,23591783
4375,"My Blue Heaven",1990,23591472,0,23591472
4376,"Kevin Hart: What Now?",2016,23591043,0,23591043
4377,"Domino",2005,10169202,13404855,23574057
4378,"Oscar",1991,23562716,0,23562716
4379,"God’s Not Dead 2",2016,20773069,2778217,23551286
4380,"Solace",2015,0,23549031,23549031
4381,"No Manches Frida",2016,11528613,12012324,23540937
4382,"The Invisible",2007,20568319,2971947,23540266
4383,"Peng ran xin dong",2015,212508,23303922,23516430
4384,"Ernest Goes to Camp",1987,23509382,0,23509382
4385,"Legend",1986,15502112,8004125,23506237
4386,"Xiao Shi De Zi Dan",2012,0,23490000,23490000
4387,"Hoodlum",1997,23489997,0,23489997
4388,"Wish Upon",2017,14301505,9175840,23477345
4389,"Chinjeolhan geumjassi",2006,211667,23260204,23471871
4390,"Il y a longtemps que je t'aime",2008,3169305,20287323,23456628
4391,"Hum Aapke Hain Kaun...!",1994,0,23450000,23450000
4392,"Moteki",2011,0,23442024,23442024
4393,"Gwi-Hyang",2016,123704,23303953,23427657
4394,"Boys on the Side",1995,23418200,0,23418200
4395,"Henry & June",1990,11011903,12400000,23411903
4396,"Caligula",1980,23400000,0,23400000
4397,"Du zhan",2013,128195,23268503,23396698
4398,"Kingdom Come",2001,23247539,146400,23393939
4399,"Circle of Friends",1995,23389975,0,23389975
4400,"Raging Bull",1980,23380203,0,23380203
4401,"Antwone Fisher",2002,21078145,2289441,23367586
4402,"Reindeer Games",2000,23360779,0,23360779
4403,"Hoodwinked Too: Hood vs. Evil",2011,10143779,13209332,23353111
4404,"Soul Kitchen",2010,276901,23070560,23347461
4405,"Bad Santa 2",2016,17782176,5562937,23345113
4406,"Once",2007,9445857,13877774,23323631
4407,"Middle School: The Worst Years of My Life",2016,20007149,3304144,23311293
4408,"Operation Petticoat",1959,23300000,0,23300000
4409,"Auntie Mame",1958,23300000,0,23300000
4410,"Les femmes du 6ème étage",2011,733294,22562537,23295831
4411,"La misma luna",2008,12590147,10681594,23271741
4412,"[Rec]",2007,0,23266821,23266821
4413,"Beasts of the Southern Wild",2012,12795746,10469386,23265132
4414,"Turkisch fur Anfanger",2012,0,23256073,23256073
4415,"Before Midnight",2013,8110621,15141309,23251930
4416,"It Follows",2015,14674077,8576678,23250755
4417,"Free State of Jones",2016,20810036,2427216,23237252
4418,"Kuai Le Dao Jia",2013,0,23210000,23210000
4419,"Benny & Joon",1993,23202734,0,23202734
4420,"Seems Like Old Times",1980,23200000,0,23200000
4421,"CHiPS",2017,18600152,4590140,23190292
4422,"Stay Alive",2006,23086480,101026,23187506
4423,"Chinatown",1974,23169837,0,23169837
4424,"Joyeux Noël",2006,1054361,22079714,23134075
4425,"The Cutting Edge",1992,23131735,0,23131735
4426,"New Happy Dad and Son 3: Adventure in Russia",2018,0,23130468,23130468
4427,"The Players Club",1998,23047939,0,23047939
4428,"Super Troopers",2002,18492362,4553780,23046142
4429,"The Program",1993,23042200,0,23042200
4430,"The Wanderers",1979,5017811,18000000,23017811
4431,"I Love You, Phillip Morris",2010,2037459,20976568,23014027
4432,"Bulletproof Monk",2003,23010607,0,23010607
4433,"Ghost Dad",1990,23007150,0,23007150
4434,"Same Time, Next Year",1978,23000000,0,23000000
4435,"Lewis & Clark: Great Journey West",2002,0,23000000,23000000
4436,"The Russia House",1990,22998000,0,22998000
4437,"Aquamarine",2006,18597342,4381611,22978953
4438,"African Cats",2011,15428747,7517860,22946607
4439,"Goodbye, Columbus",1969,22939805,0,22939805
4440,"D3: The Mighty Ducks",1996,22936273,0,22936273
4441,"The Care Bears Movie",1985,22934000,0,22934000
4442,"Rounders",1998,22921898,0,22921898
4443,"La Vie d'Adèle – Chapitres 1 & 2",2013,2450504,20463975,22914479
4444,"Ella Enchanted",2004,22913677,0,22913677
4445,"The Ruins",2008,17432844,5477719,22910563
4446,"Crimes of the Heart",1986,22905000,0,22905000
4447,"Baggage Claim",2013,21569509,1316327,22885836
4448,"Lola rennt",1999,7267324,15611870,22879194
4449,"The Glass House",2001,17951431,4910354,22861785
4450,"Alatriste",2007,0,22860477,22860477
4451,"Bu-reo-jin hwa-sal",2012,0,22852811,22852811
4452,"Beloved",1998,22852487,0,22852487
4453,"Paris",2008,1010194,21840000,22850194
4454,"Raising Arizona",1987,22847000,0,22847000
4455,"Won’t You Be My Neighbor?",2018,22835787,9812,22845599
4456,"A Perfect Getaway",2009,15515460,7300000,22815460
4457,"Missing in Action",1984,22812411,0,22812411
4458,"Dr. T and the Women",2000,13065561,9731250,22796811
4459,"Frankie and Johnny",1991,22773535,0,22773535
4460,"Xanadu",1980,22762571,0,22762571
4461,"Santa vs. The Snowman",2002,10259134,12500000,22759134
4462,"Le Scaphandre et le Papillon",2007,5990075,16764397,22754472
4463,"Rudy",1993,22750363,0,22750363
4464,"Young Adult",2011,16311571,6438785,22750356
4465,"Radin!",2016,0,22748811,22748811
4466,"Polisse",2012,176988,22567144,22744132
4467,"After",2019,10435149,12300000,22735149
4468,"The Juror",1996,22730924,0,22730924
4469,"Desu Noto 3: L: Change the World",2008,0,22730665,22730665
4470,"Raia Gemu Saisei",2012,0,22713078,22713078
4471,"The Accidental Husband",2009,0,22707064,22707064
4472,"Prelude to a Kiss",1992,20006730,2690961,22697691
4473,"Shéntàn púsong líng",2019,0,22687180,22687180
4474,"Extraordinary Mission",2017,0,22682660,22682660
4475,"Prophecy",1979,22673340,0,22673340
4476,"Thunderheart",1992,22660758,0,22660758
4477,"Xia You Qiao Mu",2016,31538,22624185,22655723
4478,"Ai Kaen Seupikeu",2017,0,22645503,22645503
4479,"Revenge of the Nerds II: Nerds in Paradise",1987,22642033,0,22642033
4480,"Pure Luck",1991,22641969,0,22641969
4481,"Gekijouban Poketto monsutâ: Minna no Monogatari",2018,0,22630448,22630448
4482,"Guilty as Sin",1993,22622537,0,22622537
4483,"Seupai",2013,0,22614450,22614450
4484,"The French Lieutenant's Woman",1981,22600000,0,22600000
4485,"Bullet to the Head",2013,9489829,13108140,22597969
4486,"Trance",2013,2322593,20271459,22594052
4487,"Drive Me Crazy",1999,17843379,4748072,22591451
4488,"My Tutor",1983,22587000,0,22587000
4489,"The World's Greatest Athlete",1973,22583370,0,22583370
4490,"Lt. Robin Crusoe, U.S.N.",1966,22565634,0,22565634
4491,"Much Ado About Nothing",1993,22549338,0,22549338
4492,"Lionheart",1991,22545360,0,22545360
4493,"Victor/Victoria",1982,22524614,0,22524614
4494,"Captain Ron",1992,22518097,0,22518097
4495,"Hamlet",1990,20710451,1783276,22493727
4496,"The Warriors",1979,22490000,0,22490000
4497,"My Bodyguard",1980,22482952,0,22482952
4498,"Cassandra's Dream",2008,973018,21505120,22478138
4499,"Winter's Tale",2014,12600231,9868389,22468620
4500,"Ba Li Gong Lue",2018,0,22446966,22446966
4501,"Red Corner",1997,22442815,0,22442815
4502,"Disco",2008,0,22437089,22437089
4503,"Chernaya Molniya",2009,0,22435112,22435112
4504,"License to Drive",1988,22434275,0,22434275
4505,"City by the Sea",2002,22433915,0,22433915
4506,"He Got Game",1998,21567853,844095,22411948
4507,"Two Can Play That Game",2001,22235901,155549,22391450
4508,"Yun Nan Chong Gu Yunnan Valley",2018,101516,22268448,22369964
4509,"At First Sight",1999,22365133,0,22365133
4510,"Blue Chips",1994,22359041,0,22359041
4511,"My Fellow Americans",1996,22331846,0,22331846
4512,"The Lion in Winter",1968,22295024,0,22295024
4513,"Leap of Faith",1992,22293343,0,22293343
4514,"The Light Between Oceans",2016,12545979,9735753,22281732
4515,"For the Love of Benji",1977,22257624,0,22257624
4516,"Empire of the Sun",1987,22238696,0,22238696
4517,"Super Size Me",2004,11529368,10704440,22233808
4518,"Bulletproof",1996,21195840,1035000,22230840
4519,"Norma Rae",1979,22228000,0,22228000
4520,"Waitress",2007,19097550,3119633,22217183
4521,"NASCAR: The IMAX Experience",2004,21550235,665000,22215235
4522,"The Last Starfighter",1984,22200789,0,22200789
4523,"The Bermuda Triangle",1979,22200000,0,22200000
4524,"My Blueberry Nights",2008,866778,21332218,22198996
4525,"To Be and To Have",2003,7610471,14572964,22183435
4526,"The Sword in the Stone",1963,22182353,0,22182353
4527,"A Nightmare On Elm Street: The Dream Child",1989,22168359,0,22168359
4528,"The Marine",2006,18844784,3320824,22165608
4529,"Midnight Sun",2018,9561064,12598345,22159409
4530,"House",1986,19444631,2700000,22144631
4531,"Three Kingdoms: Resurrection of the Dragon",2010,0,22139590,22139590
4532,"Son of Flubber",1963,22129412,0,22129412
4533,"Home for the Holidays",1995,17468887,4650382,22119269
4534,"Love Live! The School Idol Movie",2015,0,22115344,22115344
4535,"Ip Man",2010,0,22114423,22114423
4536,"Fifty Shades of Black",2016,11686940,10426135,22113075
4537,"The Medallion",2003,22108977,0,22108977
4538,"A Soldier's Story",1984,22100000,0,22100000
4539,"Man of the House",2005,19699706,2400000,22099706
4540,"Nosotros Los Nobles",2013,19700,22053611,22073311
4541,"Don Juan DeMarco",1995,22032635,0,22032635
4542,"The Man with the Iron Fists",2012,15634090,6384898,22018988
4543,"Seumool",2015,0,22007889,22007889
4544,"Death Wish",1974,22000000,0,22000000
4545,"In Search of Historic Jesus",1980,22000000,0,22000000
4546,"The Wiz",1978,22000000,0,22000000
4547,"The Big Parade",1925,11000000,11000000,22000000
